,Text,Text_unigram,Text_tfidf,word_count,unigram_count,unique_word_count,unique_unigram_count,stopword_count,mean_word_length,mean_unigram_length,char_count,punctuation_count,number_count,Sentiment
2712,"DHI: ong  14.39. Trailing Stop  20.50 from 11 Stops of 19.05, 17.90, 16.93, 15.93, 15.65, ... 13.39 and 12.39 -  ","['dhi', ':', 'ong', '14.39', '.', 'trailing', 'stop', '20.50', '11', 'stop', '19.05', ',', '17.90', ',', '16.93', ',', '15.93', ',', '15.65', ',', '...', '13.39', '12.39', '-']","  (0, 121)	0.398181132596073
  (0, 17)	0.16883833971884218
  (0, 54)	0.5447429043940385
  (0, 6)	0.19157611802238705
  (0, 25)	0.13848509025428613
  (0, 19)	0.16487075752696814
  (0, 15)	0.1574286594909876
  (0, 22)	0.162824649265731
  (0, 1108)	0.18158096813134617
  (0, 20)	0.16487075752696814
  (0, 1045)	0.24919977287553827
  (0, 1107)	0.18158096813134617
  (0, 13)	0.14312104243017576
  (0, 118)	0.16091281166292085
  (0, 73)	0.12168928465961522
  (0, 93)	0.17804389706471768
  (0, 800)	0.13411507367892472
  (0, 14)	0.14773967212517133
  (0, 18)	0.3064612429909655",20,24,20,19,3,4.5,3.3333333333333335,113,20,1,1
2713,AAP 425 has been the BY target for the last few times it hovered there (only once bellow that 419),"['aap', '425', 'target', 'last', 'time', 'hovered', '(', 'bellow', '419', ')']","  (0, 61)	0.6238992553093589
  (0, 630)	0.4427850890763461
  (0, 1069)	0.43517969713856164
  (0, 1090)	0.3985708434376242
  (0, 128)	0.2577809109998069",20,10,19,10,11,3.95,3.8,98,2,1,1
2714,"RBI To Buy Government Bonds In Open Markets To Boost Liquidity
https://t.co/1Fly3Fg4D9","['rbi', 'buy', 'government', 'bond', 'open', 'market', 'boost', 'liquidity', 'https://t.co/1fly3fg4d9']","  (0, 905)	0.34413283344676965
  (0, 578)	0.17724713815907225
  (0, 577)	0.1770005401701035
  (0, 651)	0.4112321957517468
  (0, 525)	0.3490571682744177
  (0, 234)	0.4112321957517468
  (0, 303)	0.17578341478898513
  (0, 232)	0.36707978615952896
  (0, 688)	0.228652553620347
  (0, 256)	0.24765406603251863
  (0, 807)	0.2819578059694405",12,9,11,9,3,6.25,7.444444444444445,86,5,0,1
2715,WMT expect that miss from late last week to materialize tomorrow morning... ong 67.50 puts ,"['wmt', 'expect', 'miss', 'late', 'last', 'week', 'materialize', 'tomorrow', 'morning', '...', 'ong', '67.50', 'put']","  (0, 1192)	0.3067467090511648
  (0, 441)	0.32709150245276575
  (0, 631)	0.2983244901418292
  (0, 708)	0.3330847220506736
  (0, 894)	0.24321179983020733
  (0, 630)	0.23639224933847283
  (0, 723)	0.28378318548168446
  (0, 95)	0.3193095659312853
  (0, 1176)	0.21463429935866038
  (0, 632)	0.3193095659312853
  (0, 73)	0.1999267554050269
  (0, 800)	0.22034143438787085
  (0, 1095)	0.2547594258411477",15,13,15,13,3,5.066666666666666,5.0,91,4,0,-1
2716,AAP 450 is going to be hard with all the open interest for this week exp.,"['aap', '450', 'going', 'hard', 'open', 'interest', 'week', 'exp', '.']","  (0, 68)	0.4778773635534427
  (0, 598)	0.4605846451250464
  (0, 542)	0.4467072723308072
  (0, 1176)	0.31622453399476835
  (0, 518)	0.30871241593487425
  (0, 807)	0.35147363767123874
  (0, 128)	0.20276240601898454",16,9,16,9,8,3.625,3.888888888888889,73,1,1,1
2717,"Citigroup increased its loan loss provision, money for loans it now thinks can go bad, by $4.92 billion, https://t.co/s7oVQHaFq7","['citigroup', 'increased', 'loan', 'loss', 'provision', ',', 'money', 'loan', 'think', 'go', 'bad', ',', '$', '4.92', 'billion', ',', 'https://t.co/s7ovqhafq7']","  (0, 654)	0.5986916476807943
  (0, 578)	0.1405894408437015
  (0, 577)	0.14039384347754721
  (0, 303)	0.13942844015117847
  (0, 590)	0.3222765431984252
  (0, 226)	0.27552617395900847
  (0, 202)	0.29307197670267837
  (0, 669)	0.2471325370555989
  (0, 717)	0.2471325370555989
  (0, 1080)	0.23035658511863774
  (0, 515)	0.2057209953737409
  (0, 120)	0.3153567924781923",19,17,19,14,6,5.7894736842105265,5.411764705882353,128,10,0,-1
2718,A ot of New Additions to the Short Watch-ist | EBAY AIA BBVA at the top of the list  ,"['ot', 'new', 'addition', 'short', 'watch-ist', '|', 'ebay', 'aia', 'bbva', 'top', 'list']","  (0, 819)	0.39451871528096644
  (0, 1165)	0.35876759315494294
  (0, 609)	0.35642885498669347
  (0, 146)	0.37537854751238525
  (0, 406)	0.3460296186770004
  (0, 1099)	0.3033956788677683
  (0, 742)	0.23855911197083085
  (0, 652)	0.2909593080698494
  (0, 1164)	0.23829170486137846
  (0, 987)	0.19378873645108566",19,11,16,11,8,3.4210526315789473,4.181818181818182,85,2,0,-1
2719,T user INVN ..lots of bullish technical discussions tonight. Fundamentals have always suggested a higher price.,"['user', 'invn', '..', 'lot', 'bullish', 'technical', 'discussion', 'tonight', '.', 'fundamental', 'always', 'suggested', 'higher', 'price', '.']","  (0, 1096)	0.35299737583099955
  (0, 604)	0.33906864053718083
  (0, 164)	0.33222902001431176
  (0, 1072)	0.32433325758243614
  (0, 671)	0.29780365934405556
  (0, 493)	0.3677327587857442
  (0, 565)	0.3498921179630402
  (0, 254)	0.25022052217161195
  (0, 878)	0.23410500622663816
  (0, 563)	0.23017461934526715
  (0, 1133)	0.16769738007642732",16,15,16,14,4,6.0,5.666666666666667,111,4,0,1
2720,NG signs deal AMP ETF inches forward with holdings of companies in NG SO DIG WTI OI OI CO,"['ng', 'sign', 'deal', 'amp', 'etf', 'inch', 'forward', 'holding', 'company', 'ng', 'dig', 'wti', 'oi', 'oi', 'co']","  (0, 303)	0.14251432684160828
  (0, 307)	0.24411737580910706
  (0, 370)	0.30597106681538305
  (0, 999)	0.30597106681538305
  (0, 570)	0.23399820360944731
  (0, 751)	0.5605883891060719
  (0, 778)	0.6031958924956986",19,15,17,13,4,3.736842105263158,3.6666666666666665,89,0,0,1
2721,HAO like it on a pop over 6 w vol,"['hao', 'like', 'on', 'pop', 'over', '6', 'w', 'vol']","  (0, 1149)	0.5534780008545134
  (0, 862)	0.5738027126590266
  (0, 823)	0.37195414197020404
  (0, 643)	0.3941419626590785
  (0, 783)	0.26592250573746656",10,8,10,8,4,2.4,2.625,33,0,1,1
2722,"BK - want to buy lower but hourly showing improvement, added to long","['bk', '-', 'want', 'buy', 'lower', 'hourly', 'showing', 'improvement', ',', 'added', 'long']","  (0, 228)	0.481672191181201
  (0, 674)	0.33616667036680675
  (0, 996)	0.45592457937717096
  (0, 144)	0.385054285780348
  (0, 659)	0.27763936880255075
  (0, 1162)	0.3655356325660918
  (0, 256)	0.29690053404222666",13,11,12,11,3,4.3076923076923075,4.454545454545454,68,2,0,1
2723,"OABC - ong  16.55. Trailing Stop  23.59 from 10 prior Stops of 23.08, 22.80, 21.16, 20.18, ... 16.74, 15.90 & 15.25  ","['oabc', '-', 'ong', '16.55', '.', 'trailing', 'stop', '23.59', '10', 'prior', 'stop', '23.08', ',', '22.80', ',', '21.16', ',', '20.18', ',', '...', '16.74', ',', '15.90', '&', '15.25']","  (0, 103)	0.1957817053077547
  (0, 9)	0.20134634980952165
  (0, 87)	0.1993689668060313
  (0, 108)	0.16486228070022127
  (0, 34)	0.16161420287269732
  (0, 25)	0.13618348490251822
  (0, 21)	0.16265652449101223
  (0, 35)	0.3501696583130624
  (0, 19)	0.48639187678571844
  (0, 11)	0.131886097470978
  (0, 882)	0.18711812825349583
  (0, 1108)	0.17856311453235654
  (0, 881)	0.1825225979594244
  (0, 1045)	0.24505810296828318
  (0, 1107)	0.17856311453235654
  (0, 118)	0.15823846030992428
  (0, 37)	0.1470761330483518
  (0, 800)	0.131886097470978
  (0, 33)	0.16603226705378527
  (0, 18)	0.30136789441688955
  (0, 83)	0.17856311453235654",21,25,21,20,2,4.428571428571429,3.44,117,20,1,1
2724,AAP the BIG DT break on deck here!  ,"['aap', 'big', 'dt', 'break', 'on', 'deck', '!']","  (0, 375)	0.5310666754304045
  (0, 224)	0.39467980247935336
  (0, 397)	0.5658362200066291
  (0, 241)	0.37127890249028084
  (0, 128)	0.2337905920366435
  (0, 783)	0.22252943070869044",8,7,8,7,2,3.375,2.857142857142857,36,1,0,1
2725,IBM Has 3D Printing on its adar as a Transforming Technology  ,"['ibm', '3d', 'printing', 'on', 'adar', 'transforming', 'technology']","  (0, 580)	0.5298714528787459
  (0, 55)	0.5722803430349781
  (0, 1073)	0.5857467397276656
  (0, 783)	0.22052711692294175",11,7,11,7,5,4.545454545454546,5.857142857142857,62,0,0,1
2726,SHOT BVSN here  11.50,"['shot', 'bvsn', '11.50']","  (0, 260)	0.6213907169761244
  (0, 13)	0.4467016635882377
  (0, 73)	0.37981001937456316
  (0, 993)	0.519687935001471",4,3,4,3,1,4.25,4.333333333333333,21,1,0,-1
2727,V might still get a flush to 152 but longer-term this is solid  ,"['v', 'might', 'still', 'get', 'flush', '152', 'longer-term', 'solid']","  (0, 661)	0.5030125076105002
  (0, 703)	0.42607573295888745
  (0, 505)	0.3456881207682449
  (0, 1013)	0.45338218929991786
  (0, 1040)	0.3151566847945455
  (0, 1075)	0.3755775080933197",13,8,13,8,5,3.8461538461538463,4.75,64,1,1,1
2728,AAP moving down with volume. Couldnt cope with the descending trend line. Trend is still down. Perhaps 460 is not impossible after all.,"['aap', 'moving', 'volume', '.', 'could', 'not', 'cope', 'descending', 'trend', 'line', '.', 'trend', 'still', '.', 'perhaps', '460', 'not', 'impossible', '.']","  (0, 727)	0.2938875695647763
  (0, 379)	0.3668007216312855
  (0, 330)	0.24276404052445438
  (0, 766)	0.3802653510569661
  (0, 1040)	0.22488030092065195
  (0, 1111)	0.331386968869711
  (0, 1152)	0.20268609540197707
  (0, 648)	0.2579654420068918
  (0, 1110)	0.5347634970150963
  (0, 128)	0.14684317254165163",23,19,21,14,8,4.913043478260869,4.368421052631579,135,4,1,-1
2729,AXP - Boom-sha-ka-laka via user  ,"['axp', '-', 'boom-sha-ka-laka', 'via', 'user']","  (0, 195)	0.5891890777991907
  (0, 1142)	0.5696345158616825
  (0, 1141)	0.5078365902281208
  (0, 1133)	0.2654708017214729",5,5,5,5,0,5.4,5.4,33,4,0,1
2730,MNK long above 3.50,"['mnk', 'long', '3.50']","  (0, 659)	0.699953850247986
  (0, 73)	0.7141880757356706",4,3,4,3,1,4.0,3.6666666666666665,19,1,0,1
2731,"ANGI ripping, lots to go","['angi', 'ripping', ',', 'lot', 'go']","  (0, 671)	0.785358088622294
  (0, 515)	0.6190417373938022",5,5,5,5,1,4.0,3.4,24,1,0,1
2732,AAP PMI Manufacturing Index ---> In Few minutes...,"['aap', 'pmi', 'manufacturing', 'index', '--->', 'minute', '...']","  (0, 591)	0.7271649324822589
  (0, 707)	0.6216802802202097
  (0, 128)	0.29110958444096824",8,7,8,7,2,5.375,5.285714285714286,50,7,0,-1
2733,AAP Samsung Galaxy S4 Promises More Pressure on IPhone  ,"['aap', 'samsung', 'galaxy', 's4', 'promise', 'pressure', 'on', 'iphone']","  (0, 875)	0.5678676906333215
  (0, 945)	0.540317456770936
  (0, 606)	0.535796361729102
  (0, 128)	0.2273373206727784
  (0, 783)	0.21638699875580622",9,8,9,8,2,5.111111111111111,5.125,56,0,0,-1
2734,What are you thinking on a GOOG entry? A close above 765 or 776 ?,"['thinking', 'on', 'goog', 'entry', '?', 'close', '765', '776', '?']","  (0, 1081)	0.6366088506471174
  (0, 295)	0.404268742903511
  (0, 425)	0.4770161299451926
  (0, 523)	0.3825008719695232
  (0, 783)	0.2396761346142677",15,9,15,8,8,3.4,3.5555555555555554,65,2,2,1
2735,INTC BY 500  21.10 STOP 19.00,"['intc', '500', '21.10', 'stop', '19.00']","  (0, 75)	0.39960525280202425
  (0, 597)	0.472889150917342
  (0, 22)	0.3867486620356503
  (0, 11)	0.31855634597122023
  (0, 1045)	0.29595543172923805
  (0, 33)	0.40103265863644516
  (0, 0)	0.3423769981610171",6,5,6,5,1,3.8333333333333335,4.2,29,2,1,1
2736,The Federal Reserve previously made up doomsday scenarios to gauge whether banks could withstand a crisis https://t.co/L7rPbeid1S,"['federal', 'reserve', 'previously', 'made', 'doomsday', 'scenario', 'gauge', 'whether', 'bank', 'could', 'withstand', 'crisis', 'https://t.co/l7rpbeid1s']","  (0, 343)	0.4109759351038563
  (0, 342)	0.4109759351038563
  (0, 463)	0.40668584120552304
  (0, 578)	0.181304910431218
  (0, 577)	0.18105266700000178
  (0, 341)	0.337821086192879
  (0, 303)	0.17980767759989544
  (0, 204)	0.29896730524758214
  (0, 677)	0.3459118737124611
  (0, 330)	0.2750677882577694",17,13,17,13,4,6.647058823529412,7.923076923076923,129,5,0,1
2737,AAP doji being put in on 60 min after 7 down candles,"['aap', 'doji', 'put', 'on', '60', 'min', '7', 'candle']","  (0, 894)	0.4224388325473785
  (0, 88)	0.4565864914136259
  (0, 267)	0.512965256247074
  (0, 705)	0.4909509680446518
  (0, 128)	0.23903978631187453
  (0, 783)	0.22752578322899797",12,8,12,8,5,3.4166666666666665,3.0,52,0,2,1
2738,The fund will provide financing to companies hit by the novel coronavirus pandemic. https://t.co/ED60IoCCDv,"['fund', 'provide', 'financing', 'company', 'hit', 'novel', 'coronavirus', 'pandemic', '.', 'https://t.co/ed60ioccdv']","  (0, 326)	0.43531482340103694
  (0, 829)	0.4035046911965125
  (0, 321)	0.3060170718323296
  (0, 578)	0.21408246120580554
  (0, 577)	0.21378461546930932
  (0, 303)	0.21231454830832627
  (0, 492)	0.39184150065054985
  (0, 307)	0.3636804209637707
  (0, 567)	0.36279840242450523",14,10,14,10,5,6.714285714285714,7.8,107,6,0,1
2739,"Airline Revenues To Plunge 55% In 2020 On Coronavirus: Industry Body IATA
https://t.co/CNzXsVOelC","['airline', 'revenue', 'plunge', '55', '%', '2020', 'on', 'coronavirus', ':', 'industry', 'body', 'iata', 'https://t.co/cnzxsvoelc']","  (0, 32)	0.395764517055296
  (0, 321)	0.24383359599109164
  (0, 578)	0.17058034063876085
  (0, 577)	0.17034301794122103
  (0, 155)	0.38666583733232496
  (0, 852)	0.37887178220940626
  (0, 594)	0.35104942303569814
  (0, 303)	0.16917167230333024
  (0, 930)	0.37887178220940626
  (0, 83)	0.3393332800162238
  (0, 783)	0.14900092822912323",13,13,13,13,3,6.538461538461538,6.153846153846154,97,7,1,-1
2740,Video- ICE Short Part II.   ,"['video', '-', 'ice', 'short', 'part', 'ii', '.']","  (0, 831)	0.7069029380727798
  (0, 1143)	0.609801715494011
  (0, 987)	0.3583714608121481",5,7,5,7,0,4.2,3.0,28,2,0,-1
2741,AAP - stock is down 17% from the start of the year.  If you are an institution do you want this on your books at the end of the month?,"['aap', '-', 'stock', '17', '%', 'start', 'year', '.', 'institution', 'want', 'on', 'book', 'end', 'month', '?']","  (0, 421)	0.34429086013697346
  (0, 1033)	0.3388187998659147
  (0, 233)	0.4418064125902227
  (0, 718)	0.3405904387249195
  (0, 1042)	0.2390161218929398
  (0, 20)	0.3557568842594131
  (0, 1162)	0.3388187998659147
  (0, 1213)	0.30775045995031003
  (0, 128)	0.18075157886020665
  (0, 783)	0.1720451862201299",30,15,25,15,19,3.466666666666667,3.466666666666667,134,4,0,-1
2742,user: DE 14.75 would fill a huge gap from 5/22/12 lol good luck with that,"['user', ':', 'de', '14.75', 'would', 'fill', 'huge', 'gap', '5/22', '/', '12', 'lol', 'good', 'luck']","  (0, 368)	0.3220663307448304
  (0, 17)	0.3095818628898553
  (0, 468)	0.3167178320734056
  (0, 498)	0.26624543900336606
  (0, 658)	0.3537598850537787
  (0, 104)	0.29420802185272676
  (0, 34)	0.3013439910362771
  (0, 579)	0.3193251972864116
  (0, 521)	0.22561543575423806
  (0, 14)	0.2708953605881893
  (0, 1200)	0.26430193805590396
  (0, 1133)	0.1749634109650181",15,14,15,14,4,3.933333333333333,3.2857142857142856,73,4,0,-1
2743,ONVO CIMT DDD SSYS XONE PCP PB IMO is a great ong Term plays into 3D sector and to find nice entry points on pullback Eye on VXX,"['onvo', 'cimt', 'ddd', 'ssys', 'xone', 'pcp', 'pb', 'going', 'great', 'ong', 'term', 'play', '3d', 'sector', 'find', 'nice', 'entry', 'point', 'on', 'pullback', 'eye', 'on', 'vxx']","  (0, 473)	0.272069433318481
  (0, 367)	0.272069433318481
  (0, 957)	0.2536299106222748
  (0, 1030)	0.2210239695184748
  (0, 793)	0.263039736765039
  (0, 55)	0.26581452028435165
  (0, 891)	0.21180814610479778
  (0, 366)	0.19421006203169722
  (0, 426)	0.2688115147997728
  (0, 855)	0.1737461304877547
  (0, 448)	0.2557700612714405
  (0, 447)	0.2413299158366881
  (0, 850)	0.21319506180638811
  (0, 753)	0.16499901975072778
  (0, 518)	0.16384685367670124
  (0, 528)	0.19731357850501755
  (0, 425)	0.20386381374691795
  (0, 800)	0.17229656457419312
  (0, 1075)	0.19640030291301222
  (0, 783)	0.20486221659715484",28,23,27,22,7,3.607142857142857,3.869565217391304,128,0,0,1
2744,GMX -18% any news ?,"['gmx', '-', '18', '%', 'news', '?']","  (0, 514)	0.6543308245821003
  (0, 746)	0.535598512301766
  (0, 21)	0.5338402435390606",5,6,5,6,1,3.0,2.0,19,3,0,-1
2745,NS Perfect day for a reversal candle on the dailies.,"['n', 'perfect', 'day', 'reversal', 'candle', 'on', 'daily', '.']","  (0, 931)	0.48041558917817284
  (0, 267)	0.46253642376333265
  (0, 786)	0.5268392160954071
  (0, 360)	0.3933678724747887
  (0, 364)	0.2843822108665589
  (0, 783)	0.20515807027289729",10,8,10,8,4,4.3,4.125,52,1,0,-1
2746,NFX nibbled a few earlier and holding over night. Sharing a few thoughts POSTED VIDEO  ,"['nfx', 'nibbled', 'earlier', 'holding', 'over', 'night', '.', 'sharing', 'thought', 'posted', 'video']","  (0, 985)	0.3879735591848177
  (0, 402)	0.37964319704006955
  (0, 761)	0.3836480204151284
  (0, 750)	0.26537302630238235
  (0, 1084)	0.3660620684837356
  (0, 570)	0.27559973689329126
  (0, 868)	0.3603683456135502
  (0, 1143)	0.3242785889502042
  (0, 823)	0.2067856690568829",15,11,13,11,6,4.733333333333333,5.363636363636363,87,1,0,1
2747,"RT @aosipovich: Scoop! Wall Street ""task force"" with BLK, Citadel Securities, MS and other firms eyes changes to US circuit-breaker rules aâ€¦","['rt', '@aosipovich', ':', 'scoop', '!', 'wall', 'street', '""', 'task', 'force', '""', 'blk', ',', 'citadel', 'security', ',', 'm', 'firm', 'eye', 'change', 'u', 'circuit-breaker', 'rule', 'aâ', '€', '¦']","  (0, 938)	0.3061951741934391
  (0, 1161)	0.39334373576979387
  (0, 476)	0.41078974508941357
  (0, 1160)	0.3862009759855574
  (0, 1051)	0.33879602144322807
  (0, 286)	0.40751092678096557
  (0, 447)	0.390868152599886",22,26,22,24,4,5.5,3.8076923076923075,142,8,0,1
2748,JET sold +9.22%; taking profits here  ,"['jet', 'sold', '+9.22', '%', ';', 'taking', 'profit']","  (0, 1066)	0.5128137866771381
  (0, 1012)	0.5199986425327567
  (0, 34)	0.5061616491726402
  (0, 886)	0.4587197585288629",6,7,6,7,1,5.166666666666667,3.7142857142857144,38,4,0,1
2749,DNDN Good place to lock in (some) profit at  7.20  p 20% since alert at 6.00 from Feb. 4th   ,"['dndn', 'good', 'place', 'lock', '(', ')', 'profit', '7.20', 'p', '20', '%', 'since', 'alert', '6.00', 'february', '4th']","  (0, 848)	0.3658317278726601
  (0, 461)	0.3399800802946428
  (0, 25)	0.4948710481887521
  (0, 886)	0.2661186689589878
  (0, 1001)	0.2661186689589878
  (0, 387)	0.34725809806227753
  (0, 156)	0.3588781621770032
  (0, 521)	0.2198484486294868
  (0, 0)	0.2575460799351168",19,16,18,16,5,3.6842105263157894,3.625,93,6,0,1
2750,"Watch SOH here under 46.73, could be a short imo.","['watch', 'soh', 'under', '46.73', ',', 'could', 'short', 'going', '.']","  (0, 102)	0.5136525166795778
  (0, 69)	0.4663391544110579
  (0, 1126)	0.36974818853432806
  (0, 330)	0.3437896227680186
  (0, 518)	0.3166130603062567
  (0, 1164)	0.3137472312058277
  (0, 987)	0.2551523123130685",10,9,10,9,4,4.0,3.888888888888889,49,3,0,-1
2751,ADNC Now that the gap is filled...  Other set ups I like: MCP CHK WCG APO   ,"['adnc', 'gap', 'filled', '...', 'set', 'ups', 'like', ':', 'mcp', 'chk', 'wcg', 'apo']","  (0, 470)	0.4557788480429899
  (0, 179)	0.4172983740584187
  (0, 698)	0.386033551124031
  (0, 498)	0.31628825420507206
  (0, 977)	0.3732939910605718
  (0, 291)	0.4042970202007658
  (0, 643)	0.25741612622004517",16,12,16,12,6,3.5625,3.25,76,4,0,1
2752,AA there goes the kids college fund!,"['aa', 'go', 'kid', 'college', 'fund', '!']","  (0, 492)	0.5668950227016453
  (0, 127)	0.6879178608605486
  (0, 515)	0.4532097196057781",7,6,7,6,2,4.285714285714286,3.1666666666666665,36,1,0,1
2753,"user: New Jersey, Nevada egalize Online Gambling, Good News For Zynga  ZNGA","['user', ':', 'new', 'jersey', ',', 'nevada', 'egalize', 'online', 'gambling', ',', 'good', 'news', 'zynga', 'znga']","  (0, 802)	0.549592991265575
  (0, 1221)	0.4469394456126109
  (0, 746)	0.4498659965795105
  (0, 742)	0.34299066041538395
  (0, 521)	0.3335565131552423
  (0, 1133)	0.2586710660826001",12,14,12,13,1,5.25,4.285714285714286,75,3,0,1
2754,NGT #FED up to bat... JPM HSBC headed into Comex & ME for todays bashing,"['ngt', '#fed', 'bat', '...', 'jpm', 'hsbc', 'headed', 'comex', '&', 'today', 'bashing']","  (0, 752)	0.5205250449316107
